analysis_id,qc_type,batch_id,Cer d18:1/24:0,PC 32:1,PC 40:8
Longit_batch5_26,SPL,5,0.013517358273907636,0.057144406,0.00250283
Longit_batch5_27,SPL,5,0.006683766,0.030399574807059924,0.003137479
Longit_batch5_28,SPL,5,0.00923724,0.047162781,0.001638327
Longit_batch5_29,SPL,5,0.016027612936224345,0.052309768,0.003408508
Longit_batch5_30,SPL,5,0.011367715227872653,0.063862326,0.003837822
Longit_batch5_PQC 41,BQC,5,0.013435627410047144,0.045419909,0.002966638
Longit_batch5_31,SPL,5,0.012890129,0.069076428,0.002997161
Longit_batch5_32,SPL,5,0.010940063,0.040588102,0.003751908
Longit_batch5_33,SPL,5,0.014034106721488419,0.065197658,0.005298908
Longit_batch5_34,SPL,5,0.009229012,0.032155112428070655,0.00280113
Longit_batch5_35,SPL,5,0.012852442930647148,0.034339572,0.00316276
Longit_batch5_TQC38,TQC,5,0.007037014,0.047208921,0.00267621
Longit_batch5_36,SPL,5,0.007140857,0.053342605,0.002472497
Longit_batch5_37,SPL,5,0.012873024,0.047400854,0.003304702
Longit_batch5_38,SPL,5,0.009365932,0.035814881,0.001859509
Longit_batch5_39,SPL,5,0.009295685,0.048697227,0.002583146
Longit_batch5_40,SPL,5,0.008438618,0.043489843,0.001924128
Longit_batch5_PQC 42,BQC,5,0.00867887,0.045119527,0.003312159
Longit_batch5_41,SPL,5,0.011728864055282959,0.040601389211395014,0.002263607
Longit_batch5_42,SPL,5,0.012047663667436193,0.072297116,0.005277139
Longit_batch5_43,SPL,5,0.008572699,0.065402424,0.00188101
Longit_batch5_44,SPL,5,0.013350312,0.032222619909012554,0.002767466
Longit_batch5_45,TQC,5,0.011928181,0.048179169,0.003032247
Longit_batch5_TQC39,TQC,5,0.009666224,0.051986369,0.002637445
Longit_batch5_46,SPL,5,0.008022795,0.044694921,0.001625075
Longit_batch5_47,SPL,5,0.007984034,0.045819469021118164,0.001855268
Longit_batch5_48,SPL,5,0.008585026,0.038714531479351125,0.003794761
Longit_batch5_49,SPL,5,0.013976049300194915,0.051978845,0.002665168
Longit_batch5_50,SPL,5,0.010264357362755116,0.043732611,0.001596338
Longit_batch5_PQC 43,BQC,5,0.012424305440484947,0.038453329283449106,0.002489239
Longit_batch5_51,SPL,5,0.00790422,0.060594055352048135,0.0018651
Longit_batch5_52,SPL,5,0.012631247651819675,0.048427466427665725,0.004375701
Longit_batch5_53,SPL,5,0.006694639,0.040104784237485536,0.003448278
Longit_batch5_54,SPL,5,0.009180859,0.040819052932834325,0.004255775
Longit_batch5_55,TQC,5,0.012976716512069914,0.028733537440678646,0.00212066
Longit_batch5_TQC40,TQC,5,0.009183057,0.043636598147315894,0.002564369
Longit_batch5_56,SPL,5,0.007640457,0.039031801,0.004326408
Longit_batch5_57,SPL,5,0.011392163,0.040391473118838755,0.005833212
Longit_batch5_58,SPL,5,0.013241443502538757,0.040263224,0.00213713
Longit_batch5_59,SPL,5,0.007555845,0.055206852,0.004668194
Longit_batch5_60,SPL,5,0.013086343,0.039745739969514485,0.002726569
Longit_batch5_PQC 44,BQC,5,0.011980191024070344,0.04449773,0.002952403
Longit_batch5_61,SPL,5,0.007030359,0.038783271372323076,0.002798623
Longit_batch5_62,SPL,5,0.008948138,0.05164315,0.0018633
Longit_batch5_63,SPL,5,0.014510353015641849,0.051851313,0.002962678
Longit_batch5_64,SPL,5,0.016123071720349706,0.089439428,0.00549946
Longit_batch5_65,SPL,5,0.01177281,0.042144674,0.003272802
Longit_batch5_PQC 45,BQC,5,0.011155702,0.046276813,0.003009562
Longit_batch5_PQC 45b,BQC,5,0.009745809,0.049298540803769546,0.003443175
Longit_BLANK-06 (Eluent A),SBLK,6,0.093618975,0.073028399,0.001470845
Longit_batch6_PQC 46,BQC,6,0.013744818942312702,0.057830084568747095,0.004132962
Longit_batch6_PQC 47,BQC,6,0.014529452,0.043425243,0.003699897
Longit_batch6_1,SPL,6,0.009686004,0.038487233768688206,0.003654418
Longit_batch6_2,SPL,6,0.007693341,0.047481349408610485,0.003033612
Longit_batch6_3,SPL,6,0.013912976992003187,0.043798777,0.002457655
Longit_batch6_4,SPL,6,0.010202288336262303,0.049720196436319336,0.005130221
Longit_batch6_5,SPL,6,0.007596463,0.036372839,0.004322406
Longit_batch6_6,SPL,6,0.013235932,0.0361634,0.003304382
Longit_batch6_7,SPL,6,0.007146266,0.048009038208089494,0.003203249
Longit_batch6_8,SPL,6,0.011224449125993992,0.051253269,0.003144382
Longit_batch6_9,SPL,6,0.013146543714921544,0.056338903442541166,0.003015998
Longit_batch6_10,SPL,6,0.011401389,0.080988677,0.004934101
Longit_batch6_PQC 48,BQC,6,0.011875494106181175,0.051472367300366625,0.003590776
Longit_batch6_11,SPL,6,0.009738216,0.038492645,0.002875579
Longit_batch6_12,SPL,6,0.011497762387529921,0.033397294,0.003312993
Longit_batch6_13,SPL,6,0.012514622272840623,0.041203631847092456,0.002890019
Longit_batch6_14,SPL,6,0.010846188624896691,0.054467967914342344,0.004436923
Longit_batch6_15,SPL,6,0.014391364492815792,0.024195054658393354,0.003638081
Longit_batch6_TQC44,TQC,6,0.009306748,0.041775766,0.002799591
Longit_batch6_16,SPL,6,0.009349875,0.052084321,0.00395284
Longit_batch6_17,SPL,6,0.010556923924658143,0.04682352,0.004641487
Longit_batch6_18,SPL,6,0.011422897898362368,0.038753735,0.002410097
Longit_batch6_19,SPL,6,0.009801775,0.040129753,0.002718367
Longit_batch6_20,SPL,6,0.008371677,0.043626533,0.003559798
Longit_batch6_PQC 49,BQC,6,0.0142049,0.065609279,0.004162911
Longit_batch6_21,SPL,6,0.014060998816992964,0.035560544,0.002002715
Longit_batch6_22,SPL,6,0.012123048344606372,0.046230044,0.004008611
Longit_batch6_23,SPL,6,0.010200001,0.0366171,0.002819006
Longit_batch6_24,SPL,6,0.010426276161459752,0.044014922,0.003695998
Longit_batch6_25,SPL,6,0.013411231783262608,0.035355378,0.001724505
Longit_batch6_TQC45,TQC,6,0.009583435,0.042865301069318754,0.002560397
Longit_batch6_26,SPL,6,0.007812763,0.057758792,0.003574036
Longit_batch6_27,SPL,6,0.009544446,0.038939342,0.002639185
Longit_batch6_28,SPL,6,0.007615629,0.033239841178133785,0.003463055
Longit_batch6_29,SPL,6,0.012637684102671584,0.058739771,0.004884511
Longit_batch6_30,SPL,6,0.012731248604725931,0.043994702,0.002725534
Longit_batch6_PQC 50,BQC,6,0.015137482423043821,0.049154735,0.004223733
Longit_batch6_31,SPL,6,0.011983186050919171,0.021928690470003363,0.003232216
Longit_batch6_32,SPL,6,0.00853232,0.033215739733520294,0.002609213
Longit_batch6_33,SPL,6,0.013965467,0.053114803999600155,0.003544138
Longit_batch6_34,SPL,6,0.009696529,0.042166745,0.002599666
Longit_batch6_35,SPL,6,0.007145672,0.048139873,0.003036058
Longit_batch6_TQC46,TQC,6,0.010161738,0.045055908595327175,0.002956339
Longit_batch6_36,SPL,6,0.011475510379795998,0.041319509,0.00201109
Longit_batch6_37,SPL,6,0.011235133626208062,0.041997151848697775,0.00292507
Longit_batch6_38,SPL,6,0.009374369,0.042522277,0.003145196
Longit_batch6_39,SPL,6,0.012000629794612519,0.052872485,0.003601979
Longit_batch6_40,SPL,6,0.012784029339284847,0.043553475992847396,0.003415628
Longit_batch6_PQC 51,BQC,6,0.011168588339273294,0.051421377,0.004372555
Longit_batch6_41,SPL,6,0.005855564,0.031429638,0.003363044
Longit_batch6_42,SPL,6,0.008434261,0.039977238,0.003914417
Longit_batch6_43,SPL,6,0.011130329753523082,0.03621188,0.004150916
Longit_batch6_44,SPL,6,0.017197265,0.031376706,0.00394311
Longit_batch6_45,SPL,6,0.010070779580887989,0.039488009691576884,0.003953487
Longit_batch6_TQC47,TQC,6,0.010490449484002736,0.049276691,0.003316974
Longit_batch6_46,TQC,6,0.014013901625583598,0.051765685,0.005394049
Longit_batch6_47,SPL,6,0.011781284224375865,0.046124738,0.002654536
Longit_batch6_48,SPL,6,0.012189523,0.056481276072609124,0.002503371
Longit_batch6_49,SPL,6,0.014698009718317992,0.032746394,0.003737212
Longit_batch6_50,SPL,6,0.013071831911242901,0.039882556,0.002697534
Longit_batch6_PQC 52,BQC,6,0.012237363043870884,0.038041355724245676,0.003350391
Longit_batch6_52,SPL,6,0.013569278300659005,0.047094231610768714,0.002138814
Longit_batch6_53,SPL,6,0.012748027584560045,0.040507484,0.00187811
Longit_batch6_TQC48,TQC,6,0.010070881285980899,0.052852386,0.002791219
Longit_batch6_PQC 53,TQC,6,0.012608458585332641,0.048727459,0.004141693
Longit_batch6_PQC 53b,BQC,6,0.012897699931630924,0.057763586,0.004000151
Longit_batch6_B-ISTD 09,PBLK,6,1.284163018810131e-4,9.439909052755753e-5,9.680365208607343e-7
Longit_batch6_Un-ISTD 01,PBLK,6,9.275373876075035e-5,5.851466174862033e-5,6.53730353943286e-8
Longit_batch6_TQC-100%,RQC,6,0.010129046335870133,0.047978115,0.002486759
Longit_batch6_TQC-80%,RQC,6,0.010451461502103711,0.046312357514353836,0.001855696
Longit_batch6_TQC-60%,RQC,6,0.009856491,0.037646816135867726,0.002239099
Longit_batch6_TQC-40%,RQC,6,0.010727715,0.027333647,0.001804161
Longit_batch6_TQC-20%,RQC,6,0.011939451415113073,0.048560942,0.002404085
Longit_batch6_TQC-10%,RQC,6,0.010671723128329567,0.034268289623068035,0.001881206
Longit_batch6_LTR 01,LTR,6,14.003771676918882,0.050393014,0.001979367
Longit_BLANK-07 (Eluent A),SBLK,6,0.1452698610009402,0.14891641069377598,0.004883389
