analysis_id,S1P d16:1 [M>60],S1P d17:1 [M>60],S1P d18:0 [M>60],S1P d18:1 [M>60],S1P d18:1 13C2D2 (ISTD) [M>60],S1P d18:2 [M>60],S1P d19:1 [M>60],S1P d20:1 [M>60],S1P d16:1 [M>113],S1P d17:1 [M>113],S1P d18:0 [M>113],S1P d18:1 [M>113],S1P d18:1 13C2D2 (ISTD) [M>113],S1P d18:2 [M>113],S1P d19:1 [M>113],S1P d20:1 [M>113]
019_BQC_PQC02,0.6242472976177844,2.07280584615907,1.5104700314556412,2.0551986663511688,1,1.051148453491067,1.991149946251605,5.494334687572992,0.6175512576991985,1.4485630586904656,1.5082773999221695,1.9523653993545893,1,1.013324210040219,2.639796892142693,5.422920782669514
020_SPL_S001,0.7373354135995669,2.03811023733783,0.5937808617478875,1.315021536535081,1,0.7581035118203319,1.2617454687678753,2.8381017265778614,0.683386183098289,1.2171575030899517,0.6546905189157686,1.2396688555973951,1,0.7374037397620873,1.578436123408321,0.7587096948764896
021_SPL_S002,0.6419025410628324,2.1018628271700717,1.5965671088651516,2.241200477709143,1,0.9234923067509447,2.0813352863809342,9.541113138493968,0.64564540958174,1.4122156219346422,1.6316693925746442,2.214994223262905,1,0.9435679804021208,NA,5.355618110395787
022_SPL_S003,0.4690535073316761,1.795228066146981,1.561200853578931,2.127784444214592,1,1.2255693466440556,1.8759669611724723,4.392680911010709,0.5356278605155623,1.358060958498125,1.6668574866262018,2.177138101626169,1,1.2211233274795064,NA,2.8051012212797044
023_SPL_S004,0.4881838127822725,2.2327971604989805,1.865870635953121,1.8422645357669667,1,1.2956151564445715,2.1302565109971585,5.341195457568247,0.5054041325772566,1.4784851515701978,1.6952422518538575,1.8504965110060134,1,1.3558551997670192,2.191313458592333,3.014065707245876
024_SPL_S005,0.7427140556517389,3.15420363354983,3.5245176064791095,4.316885338131361,1,1.3779737313079008,4.814592963649653,13.034450142802442,0.738492162025813,1.6388699310135624,3.930038858477795,4.036848978558766,1,1.2535501721931104,5.185836069508405,9.93703582175286
025_SPL_S006,0.6400826154118662,2.30303184406481,2.4017154774813445,3.0282713017136196,1,0.9825228399624781,3.0977520777798344,8.708883027969815,0.633155827878223,1.6384520251740742,2.9629982181976295,2.8555300790865457,1,0.961151859288014,3.2406071158930985,6.461177886139596
026_SPL_S007,0.462926529433369,1.619850204979282,1.465776055001186,1.7457331409144239,1,0.9730001457208759,1.6450876240394525,4.730213833005707,0.4476812456861302,1.1813793444006502,1.4249222813598355,1.6796434810236966,1,0.9256299311815571,0.6255648161525681,8.445592650509369
027_SPL_S008,0.41634879583858847,1.1042754884487305,1.8359817258088735,1.6072727791762218,1,0.7801010581961907,1.5191114397950691,4.915053842303084,0.4847156106894352,0.9413330173459566,1.7487015980845282,1.5723892354952707,1,0.8754590478456425,2.2473791078405063,6.3733497516531425
028_BQC_PQC03,0.6166634384699184,2.331231749187043,1.4511018238409445,2.1679689239549393,1,1.0838800011409868,2.047248268894633,5.358202453350753,0.6286987320533776,1.20612345227975,1.4479178395925325,1.7983209769455966,1,0.9829402483293908,2.7797524572778842,2.0676681915133783
029_SPL_S009,0.49877027605238605,1.7846136526043286,2.1739294141737604,2.776763088345185,1,1.0878430831926218,2.4474487485050953,6.6415962119373955,0.5594481137430942,1.3140514928695273,2.6545150947566385,2.847746224076817,1,1.19201661295624,4.382461983159482,6.891989830624002
030_SPL_S010,0.43722677044804525,1.4934004346613858,1.6867883820235428,2.784579055860076,1,1.1116131644248035,2.473938460617927,7.142505571308482,0.47391773022960926,1.127977543873798,2.160074496750063,2.5770006498895897,1,1.0587930267421188,2.5414854168466676,4.54775924201943
031_SPL_S011,0.4011795691234188,1.8162389928514857,0.48178377719737603,0.8241998732591125,1,0.8015172834443693,0.8221568206491987,1.684483525765714,0.48840923449937074,1.2682808681101676,0.4654075804691948,0.760942831867598,1,0.8058385888601323,2.273762256653964,0.9128477347639933
032_SPL_S012,0.4481584159742879,2.522120595022889,1.3563153166665183,2.0361169180992156,1,0.8555552674489502,2.192323565321875,4.082380245465585,0.4468516851103202,1.894653846087556,1.4344877190841951,2.1062687987214477,1,1.028774325581233,2.689600795595696,2.273998327366689
033_SPL_S013,0.6614264032988577,2.5396309036847406,3.2113167241239493,3.1861580314986533,1,1.2449027368285095,2.8098842447378867,7.807383717113379,0.7432643695663631,1.5320733076465158,3.506549759643247,3.0821851465825834,1,1.293796711193395,1.844278688768249,8.10922842317033
034_SPL_S014,0.8793904790138466,2.76598970646639,1.7897911709878005,2.4377770553911806,1,1.2666067879959664,2.068642345215981,4.728525687876478,0.9514291368273335,1.9405500458762308,2.020520743065981,2.4247167710706012,1,1.1923857918096985,2.859566612499778,1.3829963782229129
035_SPL_S015,0.7483022253869628,2.6631591712590987,1.802078512663995,2.0637104494159257,1,1.216258227843926,2.0729862816708082,5.970079865559836,0.7145694607747746,1.5796105474856288,1.6249116790580427,1.9316291832059995,1,1.0928827610898844,3.6305869806893383,7.4608260891623654
036_SPL_S016,1.1796424218447903,3.2899407104667255,2.6242352064415067,2.631683810296387,1,1.3001104697202601,3.142061734904546,8.241824441228976,1.1965924944784783,1.7385937161798886,2.2875290474923315,2.7057768817900154,1,1.1475481535197238,3.1339624078856265,7.078586046800687
037_BQC_PQC04,0.700236062853184,2.2389140630779396,1.5297579531428205,1.9364293096751293,1,1.1081637040213503,2.006400148396672,5.407750038123184,0.7587886680784249,1.5200340668461638,1.6402871095791534,2.060369667184815,1,1.2001165283840478,2.8968237989203978,2.924146078176142
038_TQC_TQC03,0.7212110074474268,2.374849184468836,1.4980354740077508,2.2282590583283723,1,1.1259477236763227,2.2226168283846466,5.698982615811419,0.6425759673740704,1.5237713650634837,1.5004009786546224,1.9036846816941115,1,1.0692144755516384,1.6312854637974783,5.826486919292467
106_SPL_S074,0.6457005695091342,2.426989552347855,1.4110714832150737,1.5639235577928452,1,0.9176142697670834,1.5127837147557615,3.181068119667491,0.6433272950140119,1.6523229945850777,1.5236335755395012,1.6248731413610042,1,0.9676885244419751,2.9416450402709353,2.0066990065917905
107_SPL_S075,0.4527632594164304,1.6236219080907637,2.5757477653027454,2.1557129817808263,1,0.7991091186243449,2.2410713497757624,4.902813014084298,0.4880459279743431,1.320152456160525,2.4737006117993054,2.0232323511655914,1,0.8378365459160109,2.315724303712094,2.9490386332535765
108_SPL_S076,0.5465094269051283,2.3521062854880173,1.3803599502052537,2.033350327328934,1,0.8203088286891628,2.3232886510969424,5.315980160790947,0.532883120969307,1.6091091595339524,1.2601238914599793,2.041675418207658,1,0.8820732247957287,NA,5.7098728281389715
109_SPL_S077,0.6321770199901748,2.41514467151017,1.3704273819235906,1.904696689265287,1,0.8491806128933156,1.9918388510455691,6.48858824101983,0.5588459579322579,1.844335352206119,1.3727025686187775,2.0452286697671087,1,0.9963173005825087,1.9596421377628455,1.9578251761547454
110_SPL_S078,0.5839030797674689,2.4961022838110862,1.3273535885096337,1.7780717419722871,1,0.8303885700744006,1.9044598461222346,5.745628413524308,0.7262946369893643,1.8371813984920151,1.415251826146169,1.949338086777113,1,0.9474517110863259,NA,7.098958654982424
111_SPL_S079,0.2831176423053004,1.1023644303058617,2.1029008705010983,2.0621679047539625,1,0.861579196627516,1.752950642885419,5.221970806581744,0.27319348900844614,0.975244729965837,1.9247491942455859,2.218226733455373,1,0.813440677989705,NA,5.139375766024251
112_SPL_S080,0.48289998764414227,1.8669976634682819,2.204301139197034,2.11468617526511,1,0.9589067085948223,2.040097091380234,6.948887416225044,0.5744196424736046,1.2905762699429264,2.5590545375228935,2.2766820391061984,1,1.1032678659605901,3.4262001623336693,7.287119075156212
113_BQC_PQC12,0.7894857340859552,2.2967271477408615,1.4299926673937966,2.304549244062989,1,1.1121244758573434,2.1342152564631154,5.732096047333406,0.7005982704718428,1.6934852507936171,1.6325165712728955,1.9593572248244706,1,1.129251239428619,2.958404271468008,3.5638257990193933
114_TQC_TQC07,0.6317986781716219,2.38426980446822,1.484488886092823,2.1423834772445263,1,1.052799161083924,1.7718860611819787,4.829246439790223,0.6094423977369344,1.329238800721568,1.408625665104781,1.914135476685526,1,0.9981342685428835,0.4456201942785991,5.531732912152901
115_SPL_S081,0.6099555144320139,2.6831497454325963,2.0163826352240073,2.125800094018849,1,0.8070479965427465,2.450105717204854,4.997450258614927,0.6307455843704795,1.682644695584975,1.9505831993613927,2.0880332982665997,1,0.8978196279783822,2.6917307408483024,5.703299557347956
116_SPL_S082,0.6354382747539243,2.847638412969855,1.3477387826754363,2.3469965717099543,1,1.5903286538132724,2.5010053150836993,8.445129547845132,0.7095666455414872,2.0970040451271266,1.519007301236613,2.3220033721355255,1,1.5824176635555802,2.68646010076213,7.454452743953605
117_SPL_S083,0.3352287580240024,1.3634488504642943,1.117013574811735,2.298295734033805,1,0.9357618532772343,1.9573140542732514,8.327054205727137,0.2985899610811434,0.9995435495297195,1.4137699159273482,2.3549778104434322,1,0.8876888803312757,3.2308508540467447,1.19764429137213
118_SPL_S084,0.2723050316289725,1.4683596145014062,0.8411796578169926,1.8288260216028611,1,0.8562118484047899,1.7305859428388322,4.801105295900104,0.3874902098506572,1.2281941291639829,1.0403440799910357,1.8581101976327297,1,0.8943898141552361,1.433484364311083,2.8773276103199446
119_SPL_S085,0.871179897936033,4.030970674925296,1.3748529813389216,2.1355733223510214,1,1.2398728591839583,2.074325812014382,5.183614991262004,0.898390206427284,2.3341319331605592,1.3173594319424358,2.0779475707760167,1,1.2969956348593268,3.0074598947017304,5.6799269351935635
120_SPL_S086,0.6075944964343141,2.466060504230759,1.6119429916773529,2.820248900697919,1,1.138323123844928,2.295730475284712,7.0240704708116555,0.623854911743561,1.6809795285698592,1.8010728328378263,2.8319176591967143,1,1.3676024890818046,2.6811775526905812,5.583440377531494
121_SPL_S087,0.2601112952765447,1.5508348702817227,1.0834149487162046,2.2415065235977965,1,0.8257065500285656,1.8712446842306856,7.112344825536483,0.2758801348058247,1.2200906914047172,1.256738002227273,2.1528558215162623,1,0.9466085316799704,1.020744681763375,3.2488557053994094
122_SPL_S088,0.2742117321267088,1.340177014123291,0.9316389200134481,1.6708876587213655,1,0.687380554568166,1.6532789288733805,5.831819987775247,0.32565682780561556,1.2634429050144635,1.0992526701677225,1.8902226309828338,1,0.8515243585241336,NA,5.197029767941228
123_BQC_PQC13,0.6822314907252534,2.300634427761044,1.6296727796540145,2.1480084270998803,1,1.1216641686119635,1.87824396159382,5.252754331378085,0.7377584448281962,1.4934074228724685,1.5098781112545498,1.9637273871227,1,1.0216367740188417,2.5105785695398466,3.8320546110323503
194_BQC_PQC_B 06,0.7399343744666963,1.9079675892591537,0.8823386409112984,1.037538269074884,1,0.6210680682681013,1.6589737015595363,3.486232808578302,0.990764347910805,1.3188476346264957,0.9428614034516781,1.1909555696492338,1,0.7681858526161612,2.8098803628263136,0.8131421736392772
195_BQC_PQC_B 07,0.7920984357057937,2.086553864420952,0.9047258100197547,1.0459150920918558,1,0.6297901885928294,1.539032502207018,3.174984534734275,0.8634877673050997,1.5699439956647079,1.0691197906903052,1.1954416154938117,1,0.7099183181022997,NA,0.8285074430052609
196_TQC_TQC_B 04,0.740945248751154,1.9590267118193563,0.8746845013792992,1.0160346871504013,1,0.6172119490044091,1.5337953837915144,2.7395641206718158,0.8417187086990413,1.4456138227056887,1.0826929131423508,1.1747930046064212,1,0.7286325702628074,NA,2.226016373159524
197_TQC_TQC_B 05,0.796930199670381,1.9569093487096023,0.9259098519788653,1.1011827757267194,1,0.6820649899478664,1.5060413157124872,2.7881487409643317,0.7539871803976588,1.3411887055236245,0.9785989520018411,1.001311180831641,1,0.6474151673583927,1.9840851886616562,6.278851234774858
198_LTR_LTR04,0.9822857358209524,1.0687451647329278,0.652974907855962,0.9024741290725513,1,1.0781057909187497,0.7857706485035886,0.73854729059564606,0.9503539773591912,0.6992100177319676,0.646498043184805,0.8280183877553596,1,0.9597532050588921,0.34087080861736824,0.6137903938606502
199_NIST_NIST04,0.8955530164733175,0.9748954522248099,0.9929659860192643,1.0002822372903224,1,0.9896755922617588,0.9313185060637371,0.6801466415622868,0.9124046966629172,NA,0.9921085056080409,0.9609943403983622,1,0.9233280849506486,NA,1.3848283232664789
200_TQCd-100_TQC-100percent,0.643022885618378,2.3825746453954157,1.4043565524413435,2.132280405591472,1,1.0500001832711776,1.939088241730988,6.391949856243145,0.600036168264688,1.3359328813909888,1.4875835106143733,1.9764384678906903,1,0.9886725369087235,NA,2.390726365299246
201_TQCd-80_TQC-80percent,0.72391654445412,2.1372650293969837,1.5107807664548027,2.118520651345922,1,1.1359577581816793,2.0736163559713168,5.788089390970068,0.6225834338420531,1.5056689969028716,1.445362346963697,1.8197602760077152,1,0.9767018322696679,0.4756147769658152,6.493358850262618
202_TQCd-60_TQC-60percent,0.6932276451514798,2.275656628162848,1.5271258074119376,2.0489858991045384,1,1.0105185959569019,1.7890698821048074,5.700286128270444,0.7232088812133534,1.536157053808506,1.5617747664132233,1.8987831778223696,1,1.0046069648558962,NA,1.2759175127233116
203_TQCd-40_TQC-40percent,0.7567293613728119,2.3352325006971424,1.634540923033033,2.134300228354605,1,1.0262884465166011,2.0283075194602573,5.089389183455061,0.7339778526013109,NA,1.6262740017874555,1.9847763038517041,1,1.084960037183277,NA,1.5839062191108513
204_TQCd-20_TQC-20percent,0.6805717306028468,2.385620195718491,1.6362042168568354,2.134557190999904,1,0.9986370653594288,1.9772750227623115,5.310687839360763,0.6741815738656275,NA,1.6845672264247453,1.9542683087533859,1,0.9057043642398585,6.034442200212526,17.29392029337037
205_TQCd-0_TQC-0percent,1.64975643003049,0.3983404603274098,1.2577298191072057,0.2173328730539256,1,0.7405026338242776,1.1111380505246247,NA,2.3817327929851797,2.560430055975951,1.3941368325698482,0.43514466781241135,1,0.8104047752810757,14.905350813177646,10.095546586593729
206_EBLK_Extracted Blank+ISTD03,0.0065857784124526515,0.01308571820168349,0.020381384581934094,0.0016103786582635235,1,NA,0.025029625993027858,0.27998199671942825,0.0381085120537144,0.06132744637610229,0.03240246028000677,0.0022042496684768712,1,0.035524592889033466,NA,0.679407760781717
207_SOLV_Blank02,0.8293604265000831,2.0336040283676105,0.8721362897372825,1.1734421121996308,1,0.7540795422641426,1.7891982370688524,2.8689533010137462,0.7811208729818745,1.3430306924113529,0.966434123574708,1.1277072613221202,1,0.680138710564561,2.2001606796163755,0.7922536215717629
